Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC31,OUT027,3816.8664903484923
FDQ07,OUT019,2351.354883507843
FDC22,OUT017,2601.0907931500733
FDZ56,OUT046,2647.6565081365993
FDZ40,OUT019,-21.05744945041434
FDS46,OUT027,3291.657260181767
DRD24,OUT045,2148.8466633371613
FDV45,OUT017,2640.6553612920425
FDL26,OUT045,2304.247238346748
FDA56,OUT018,2533.8642410926204
FDN27,OUT046,1858.6772677339882
FDM20,OUT049,3969.0194362315046
FDO16,OUT017,1127.7456933868648
FDL03,OUT035,2817.545986136476
FDE58,OUT046,1822.7163001898775
FDI02,OUT027,3095.4389984466407
NCC55,OUT019,-314.3709974894615
FDR03,OUT018,3810.5444347163325
FDB14,OUT017,1379.3639507018859
FDR45,OUT013,3553.320596681107
NCN07,OUT017,1779.775705184084
FDM51,OUT019,791.9395498615315
FDT52,OUT027,5173.312436601587
FDL26,OUT046,2346.13576146872
NCZ42,OUT046,3709.7194579574802
DRI47,OUT019,1394.24284633297
FDW40,OUT013,2005.6586545934829
FDN34,OUT046,2693.4331218575076
FDS01,OUT035,2531.0628498895694
NCG55,OUT045,1772.0641425546964
FDC11,OUT035,964.2921655287662
FDX35,OUT018,4016.395930169953
NCB06,OUT046,2420.3775761193997
FDR09,OUT019,2925.751301064744
FDC53,OUT017,1343.6518235071705
FDY45,OUT013,3766.8747838801087
FDA22,OUT010,1024.551340168698
FDE02,OUT035,1132.9579232618794
FDW21,OUT045,1666.8889031393805
FDV34,OUT046,1311.2913759747573
FDS59,OUT049,1997.4952588750339
NCW17,OUT017,1773.6819458636369
NCK54,OUT046,1871.4735437041768
FDG17,OUT019,2873.8313673152666
FDG35,OUT017,2727.4452311565865
FDD08,OUT010,-779.1395769266707
NCO07,OUT017,3034.848189265922
FDJ10,OUT010,573.6531447133611
FDW36,OUT017,1578.71970670399
FDW21,OUT010,306.1055766628019
FDY19,OUT017,1590.1457079597924
DRE03,OUT013,676.2900573709103
NCC55,OUT049,856.1294704560673
FDH52,OUT010,-363.37337424015277
FDO09,OUT017,3901.19370944956
FDU43,OUT045,3416.441501132504
FDX09,OUT010,1172.453997124816
FDH40,OUT019,359.57528727648435
FDW58,OUT017,1649.023894428378
FDC47,OUT017,3087.8091887905885
NCR41,OUT035,1274.985231321382
DRG49,OUT035,3436.081178583112
FDC52,OUT027,3860.805271230575
FDY13,OUT046,1239.721175675608
FDY35,OUT013,705.6100525794117
FDI35,OUT017,2748.678330826897
NCU18,OUT049,2396.5726860904165
FDY33,OUT018,2964.813270564127
FDC15,OUT027,3606.8980609835303
FDU01,OUT049,3201.8047667776755
NCU42,OUT046,2668.3433168427005
NCV29,OUT018,3317.908694056383
NCY30,OUT017,2576.2541013628097
FDQ46,OUT049,1891.2593470124857
FDG58,OUT027,3753.4791502222733
FDK33,OUT017,3261.391967518194
NCD07,OUT045,1536.680391959928
NCX29,OUT027,3554.0282030543535
NCT42,OUT013,2193.02064900993
DRN59,OUT035,483.86471640113393
FDI44,OUT035,915.9910921442302
FDA45,OUT049,2771.7328646490078
FDP31,OUT045,875.9497126042072
FDY01,OUT046,1672.672825269854
FDT09,OUT018,2721.1955423867175
DRH03,OUT027,2920.9627557553536
FDA36,OUT018,3489.8346791195754
NCF31,OUT017,2109.4612562148614
FDG14,OUT049,2618.555986702009
FDG28,OUT027,5179.225230921837
FDU14,OUT049,4043.461734982961
FDY47,OUT019,1144.6539324079488
FDI56,OUT049,1588.3516959610165
DRD01,OUT013,818.4515967012708
FDM22,OUT046,983.0866084834508
FDH33,OUT013,451.04221864302633
DRZ24,OUT013,1653.0198058279343
NCQ38,OUT046,1714.0182722942732
FDO16,OUT027,2779.901407785697
FDU07,OUT027,3673.8960832676676
NCB07,OUT013,2776.9370749819695
FDU48,OUT045,1982.0512513988092
NCM43,OUT045,2322.3173281615705
FDR31,OUT010,824.7367576062084
DRK49,OUT018,1264.5025537735723
NCI30,OUT010,2212.3480926693296
DRD60,OUT017,2744.7364929564465
NCG19,OUT046,3423.0298113509684
FDH12,OUT035,1336.7135960441988
FDM32,OUT035,1227.8811027473967
FDM27,OUT035,2025.750703339686
NCU53,OUT027,3959.7525951582643
NCQ18,OUT046,1427.7448118512405
FDS10,OUT013,2615.899088988146
FDB33,OUT027,3868.67707511419
FDI12,OUT013,1199.9565227288442
NCW42,OUT013,3208.8654091798267
NCC06,OUT018,2574.27111221906
FDW02,OUT017,1788.4467076621418
NCD43,OUT017,1648.4931155689785
FDM57,OUT018,1881.8534739702104
FDA58,OUT017,3262.1368807097397
FDK56,OUT046,2721.228608474656
FDP52,OUT045,3490.8717128444027
FDW20,OUT018,2508.7314328218436
FDS52,OUT049,1878.1934113822572
NCT29,OUT018,2391.2315859042606
NCL54,OUT013,2510.5551798975785
FDC05,OUT045,2746.7052650210194
FDF34,OUT035,2867.3777798081346
FDP03,OUT027,3360.1953519131753
FDD32,OUT010,-74.54323387901869
FDZ10,OUT045,1945.5439649179948
FDZ40,OUT035,652.8928637100264
FDD51,OUT018,1174.2069693618187
NCY30,OUT019,1881.9274534543256
FDP58,OUT017,2927.5664118162777
FDV49,OUT017,4008.6913967260393
FDY24,OUT019,-249.71907246177594
NCO55,OUT017,1354.3497710287818
FDR13,OUT017,1869.5563654254674
FDS51,OUT017,779.7061584546359
FDP26,OUT045,1450.0465869329917
NCB54,OUT027,3391.9929960855666
FDF32,OUT017,2724.638947099633
FDN31,OUT018,3407.82239510856
DRM48,OUT017,468.1553730697451
FDN20,OUT049,2850.515653297247
DRL01,OUT046,3603.9842353040726
FDV56,OUT049,2015.2364683153314
DRH13,OUT027,3114.6996275252277
FDA03,OUT017,2052.3263233304833
FDF47,OUT027,4716.80588401053
FDX32,OUT046,2246.5997337822423
FDX57,OUT049,1796.8386111704494
NCA30,OUT045,2725.8032714050864
FDO49,OUT013,764.0828225137484
FDL04,OUT019,535.2676264248843
DRM48,OUT035,273.83107071429714
FDR16,OUT013,3071.647477637585
NCC19,OUT018,3425.8473409963362
NCE42,OUT045,3374.210046072972
FDY24,OUT017,789.2916577681881
FDH19,OUT049,2933.1815281500276
FDJ46,OUT013,2524.970893346791
FDN45,OUT010,1752.0727662858349
FDY08,OUT035,1771.152327707023
FDZ37,OUT035,1227.5744199588257
NCT30,OUT045,482.6568014215841
DRY23,OUT018,1220.158255613601
NCZ30,OUT018,2487.7028058608234
FDC44,OUT018,2114.9984095717014
FDB45,OUT035,1418.4737500563397
FDY04,OUT013,2430.1418251420755
FDM27,OUT046,2401.364339439569
FDZ43,OUT017,3670.3566679883725
FDT39,OUT019,1557.1005034721481
NCC06,OUT019,1094.2889389546829
FDL15,OUT027,3758.613963338618
FDL57,OUT017,3679.0571304988734
FDU08,OUT046,1603.6262421716299
FDK40,OUT017,4014.5735206115046
FDQ12,OUT010,2056.5769986962073
FDS48,OUT017,2111.7851324412923
FDP09,OUT045,3198.0460687149575
FDW21,OUT049,1915.910899636936
FDY25,OUT035,2544.7180816970285
DRE13,OUT017,1142.859618621691
FDV43,OUT019,-293.60834293760735
FDD22,OUT045,1613.296998582278
FDM46,OUT019,210.07343108674075
NCO30,OUT010,1443.3661483633296
FDM25,OUT046,2722.195346873244
NCN41,OUT049,2124.826792309116
FDU24,OUT045,1130.6883681345028
FDZ50,OUT046,2837.2864250215994
FDP45,OUT013,3758.80296455057
NCM54,OUT045,1898.8152315026668
FDW10,OUT019,1690.6355693634694
FDP20,OUT017,1729.2810336172606
FDK32,OUT046,2396.0465608232184
FDN52,OUT049,1541.569460929384
FDM58,OUT045,1749.7164775641804
FDZ46,OUT027,3086.647562284763
NCA18,OUT018,2367.0095959384726
FDD35,OUT046,1943.907659969033
NCK31,OUT035,600.440613035046
FDI40,OUT027,2903.7549153847835
FDT50,OUT019,492.9396403679583
NCT06,OUT046,2556.658828236767
FDT31,OUT035,2670.0648128401263
FDT45,OUT049,1080.2885720111954
FDT13,OUT045,2652.9027258070296
FDO50,OUT045,1336.121717627833
NCU18,OUT010,684.7426476666697
NCR54,OUT049,3135.0845648333798
NCO18,OUT018,3321.873269292558
FDU09,OUT045,695.1017850879921
FDT13,OUT018,3469.3243744763067
FDE09,OUT046,1815.4073278702022
NCK53,OUT019,684.1381479944747
FDG45,OUT049,3494.339192976682
DRH15,OUT035,405.2609333520736
FDO21,OUT019,2644.4095546199037
FDD14,OUT027,4017.436994526254
FDC09,OUT046,1716.3274734403994
FDH45,OUT027,2084.4799889086858
FDV32,OUT046,1007.3235319547423
FDG12,OUT035,1734.5620912940892
FDS32,OUT013,2108.57664045556
NCL55,OUT018,4339.672134446255
DRE01,OUT035,3253.5442731667945
DRE15,OUT049,1505.8203882523298
NCL42,OUT045,3708.4583795598296
FDP31,OUT013,759.8309335886586
FDN33,OUT018,1967.776891387217
FDZ59,OUT046,2524.9260602256777
FDE45,OUT010,1287.482950275878
FDJ07,OUT013,1763.799498596579
FDQ45,OUT018,3496.592694997903
FDM33,OUT027,4664.990764617109
FDO15,OUT010,-98.51811476333651
FDM46,OUT013,1141.7047865221743
FDR03,OUT045,2998.543201428933
FDY49,OUT018,3221.4524552127896
FDQ60,OUT045,1769.0668439529695
FDW10,OUT049,2896.547224993784
FDO51,OUT049,1048.791812960797
FDJ40,OUT018,2308.306965043521
FDS20,OUT018,3339.2596617331074
FDU45,OUT013,1687.4126864393686
FDV02,OUT035,2321.987565190202
FDN09,OUT046,3715.3636329054475
NCM55,OUT027,4215.863040716571
FDN23,OUT018,2808.1212658081704
FDY31,OUT010,793.9157110265073
FDW03,OUT010,328.95795307122125
FDD14,OUT046,2618.2515290972738
FDV23,OUT017,1610.7972856038512
DRI03,OUT045,2695.947805674344
FDN13,OUT035,1131.627744040898
FDF45,OUT027,2480.73212527558
FDU46,OUT035,1247.6521401565744
FDB57,OUT049,3710.547840646089
FDV12,OUT049,1819.8480481278793
FDQ58,OUT013,2246.8666560198913
NCA18,OUT017,1545.4375586913632
FDH52,OUT049,1295.7518981538155
FDM24,OUT018,2884.311561824186
NCP43,OUT027,4192.4132818605485
NCO18,OUT019,1839.1865490203572
FDM32,OUT017,1433.4728558670693
NCL07,OUT017,422.8021088862049
FDK03,OUT013,3721.7230815026364
FDP59,OUT017,1598.2783246746665
FDQ24,OUT049,4021.7126951865143
FDQ16,OUT018,2268.17910967143
FDU44,OUT013,2372.4469849714424
FDH28,OUT010,-921.6208479769756
FDV28,OUT019,-575.0144608745379
FDM22,OUT045,691.584441019933
FDR56,OUT046,2980.8663185055407
FDV39,OUT049,3302.0509814253155
FDU37,OUT019,248.11359192580773
FDQ11,OUT010,2536.852781730657
FDX02,OUT045,3338.1129397890704
NCS42,OUT018,1982.8573146246872
FDY57,OUT027,2820.130129527153
FDB21,OUT049,3746.8103919861023
FDE28,OUT017,3171.103328147444
FDQ55,OUT017,1839.6087754619793
FDA48,OUT049,3512.1558464869368
FDZ19,OUT045,2350.6885102769534
NCC43,OUT045,3716.8990650323326
NCV18,OUT046,1231.018128858939
NCA42,OUT018,3037.817292934059
FDY45,OUT046,3934.1308957475253
NCC30,OUT045,2510.897520862633
FDM57,OUT013,1224.9530559733191
FDL09,OUT010,923.8702198778233
FDB09,OUT027,3315.1984305991027
FDT44,OUT035,1501.9010728976482
NCT06,OUT027,3930.1410397140476
FDX26,OUT049,2964.91430748546
FDK32,OUT013,2270.252152217301
DRA12,OUT046,2233.2044872088522
FDO46,OUT010,1558.8133436415073
FDE52,OUT013,1323.1498730857215
NCH42,OUT045,3479.5241314448617
FDV08,OUT035,493.87788745728983
FDB47,OUT018,3730.100283450062
FDC28,OUT010,247.0604755875056
FDD22,OUT046,1707.2257582925404
FDS07,OUT027,3104.881277389956
DRI13,OUT045,3088.144907081319
FDG32,OUT018,3731.598732800822
FDU14,OUT017,3775.908917300545
FDD28,OUT019,13.772729898668302
NCP41,OUT017,1508.322258642111
FDS08,OUT049,2905.6650445927917
FDX47,OUT045,2464.7759285018305
FDC53,OUT019,758.5085234633232
FDQ19,OUT035,3529.964447008787
FDL14,OUT045,2218.0245700568553
FDM33,OUT019,2322.612467766618
FDA51,OUT045,1592.7844850159888
FDZ27,OUT018,1417.9740396204277
FDT04,OUT046,613.7159787751359
DRC13,OUT049,2250.9687394543407
FDR16,OUT027,4631.995398289959
FDQ03,OUT027,4992.282447844202
FDE38,OUT035,2336.3983565651315
DRH23,OUT027,2128.1837617096826
FDT11,OUT019,2056.6359998655475
FDD09,OUT035,2541.3008028257264
FDR40,OUT045,1173.3051665460312
FDX07,OUT017,2858.9970286482894
FDR07,OUT035,1213.0727455721728
FDA51,OUT017,1404.536624760092
FDT59,OUT019,2668.4750149622932
FDF20,OUT017,2964.208218317218
FDR13,OUT045,1627.025419729686
FDY26,OUT049,3511.4216811237084
FDW04,OUT017,2017.9997360678426
FDK52,OUT017,3146.326223931109
FDN60,OUT049,2569.1123154140882
FDM09,OUT019,1638.541537800618
FDP46,OUT049,1569.0980562414502
FDB50,OUT019,31.60898057216292
NCQ29,OUT049,4064.222883602721
FDP16,OUT027,5135.892539925446
FDX33,OUT018,2977.143095720547
FDP07,OUT010,1534.2618267112848
FDN22,OUT046,3731.0592896564726
FDF39,OUT049,4302.300164677405
FDS21,OUT017,1036.5132705286621
NCM42,OUT013,1576.3540129117894
FDK50,OUT019,1639.2409984375483
DRF13,OUT027,3687.2814704241723
FDH35,OUT018,3042.9304269398262
FDP60,OUT018,2099.9452136404734
DRJ49,OUT027,3463.752178741594
NCT42,OUT019,1420.9697943315625
FDE38,OUT049,2816.8024451624624
FDI04,OUT049,3278.4538622283317
NCH54,OUT045,2130.3217982804003
FDT56,OUT049,1131.8500166757394
DRD15,OUT018,4077.310244423536
FDV58,OUT013,2702.876370231817
FDP21,OUT049,3188.2304313238974
FDH05,OUT013,3388.2908045310237
FDR10,OUT027,3935.2704377326913
NCP06,OUT045,2259.6530373850887
FDF33,OUT049,1940.481179713348
DRK37,OUT013,2769.217313035823
DRH49,OUT045,1115.1274175517835
FDT58,OUT013,2372.764882018915
FDD41,OUT018,2188.8241750154093
FDP40,OUT018,2367.227559187758
FDM51,OUT027,3079.1995334396424
FDO45,OUT010,-16.69459837908508
FDW33,OUT010,62.90576581349171
FDY24,OUT045,782.4887084106763
FDB10,OUT010,2093.9837120049983
FDM40,OUT035,1756.8742506429692
NCI06,OUT017,2521.2682406030362
FDW12,OUT019,1381.4174288739011
FDX48,OUT027,3853.7347693925617
NCW05,OUT027,2904.813574077039
FDX27,OUT017,1397.409021336878
DRM37,OUT045,2687.062882916011
FDA38,OUT045,3669.608713529921
FDR36,OUT046,643.7106813664387
FDZ45,OUT046,3018.089320331235
FDG05,OUT017,2182.4668663483417
FDK28,OUT013,3764.7812570459123
FDV47,OUT045,1297.325712665316
FDN21,OUT045,2154.9605432462527
FDP20,OUT027,3369.7523858406175
FDI35,OUT045,2741.991237299479
DRY23,OUT013,548.6792079828658
FDA56,OUT017,1725.7732714926992
FDB09,OUT013,1755.7988697015444
NCO26,OUT027,3171.796792224643
FDQ49,OUT018,3027.4836733547927
FDI52,OUT027,3204.7611565976763
FDZ44,OUT027,3236.678986649614
FDZ09,OUT018,2978.063271021935
FDY03,OUT049,1997.1627646961642
NCG42,OUT017,1975.3776502721985
DRI13,OUT027,4758.057193329736
FDQ32,OUT013,1865.0209158402172
FDW16,OUT035,1245.1832520973537
FDU27,OUT046,648.4368857123005
FDR28,OUT010,1152.8154319404093
FDQ49,OUT010,1040.840605060882
FDS37,OUT046,1859.3383203797116
FDW26,OUT018,3874.890374804631
FDX12,OUT018,4307.275300243582
NCP06,OUT013,2187.4970746788495
FDW45,OUT010,790.7574044717876
NCN30,OUT049,1762.0105310985227
FDN24,OUT049,996.1245404012943
NCL41,OUT027,1974.329229993652
FDR02,OUT019,854.5443203957973
FDD09,OUT010,1375.6675299448948
FDS33,OUT010,-3.4917202601033352
FDU22,OUT045,1528.4134939337312
FDI53,OUT013,2275.8099550547586
DRH01,OUT049,2832.8627940695205
FDX32,OUT013,2039.2336705262273
NCP30,OUT018,1244.1483077114603
FDB60,OUT045,2984.032531657766
FDB14,OUT049,1660.7292521170446
NCP02,OUT035,704.3719678468341
FDJ10,OUT017,1850.1393533190576
FDG34,OUT046,1846.36948762784
NCB18,OUT017,1350.175981615275
FDM16,OUT049,1502.4521889475839
FDW25,OUT018,1915.3885251274887
FDB35,OUT010,-16.302756534160295
DRN11,OUT013,1891.5125499943965
FDF41,OUT019,2604.3654400685814
FDH16,OUT045,1133.4229893634922
NCQ50,OUT018,3807.8370200663708
DRH23,OUT018,1285.4120689502379
DRJ37,OUT013,2179.340866723188
DRJ24,OUT027,4113.952125072687
FDY16,OUT035,2533.7548968453393
FDQ27,OUT045,1670.5896138583962
FDZ33,OUT045,1938.4330735134977
FDF29,OUT045,2088.0474458814556
FDA08,OUT049,2790.599748177551
FDG31,OUT046,1100.356836691242
FDE34,OUT019,1879.5439271269329
NCR30,OUT027,2534.3958453278515
FDV33,OUT035,3755.6123440664596
DRZ24,OUT018,2361.4949122015823
NCL54,OUT035,2349.80960865451
FDR12,OUT049,2966.4584082722868
NCC54,OUT046,3605.375014166985
DRN59,OUT013,624.4499888846947
FDX50,OUT019,717.3511289484378
FDV31,OUT027,4031.5282409301094
NCA29,OUT027,4075.2423949683975
FDW60,OUT049,3057.403941140462
FDX08,OUT017,2584.8105281091057
DRD49,OUT013,3262.197804885674
FDD33,OUT046,3436.7972326344093
FDW35,OUT013,637.9006832712837
FDJ36,OUT017,1498.845151274522
FDV51,OUT035,2320.83164054426
FDW36,OUT046,1671.8503006645642
FDH35,OUT046,2525.0441302252216
NCS30,OUT027,3347.7538045098704
FDN49,OUT017,330.5436936025869
FDL08,OUT018,4290.497527953898
FDI09,OUT013,3423.8175825607627
FDP19,OUT018,2357.603470730075
FDU21,OUT010,-912.1523573149533
NCP41,OUT045,1682.3352043183504
FDY10,OUT013,1607.9572128769955
FDP12,OUT018,1245.550445528038
NCN26,OUT049,2069.3202253040317
FDK44,OUT013,2411.1202949832946
FDC28,OUT049,1928.2709284816438
FDJ41,OUT027,5427.8313450094065
NCT29,OUT035,1638.8238690142107
NCH42,OUT019,2576.232228451025
FDU60,OUT018,3151.364497104666
FDS02,OUT045,2598.21938954197
FDC51,OUT046,2051.626446339385
FDU03,OUT013,2635.438233250548
FDX39,OUT045,3232.5608879802826
NCY05,OUT010,-856.808044382763
NCL06,OUT027,5296.409038576448
FDD32,OUT035,1078.0030922171425
NCN41,OUT045,1638.515128864087
NCX53,OUT049,2458.5000015740575
FDU57,OUT019,1316.3925835553553
FDQ23,OUT046,1693.618190772217
FDQ52,OUT045,3613.597676603585
FDC14,OUT045,492.21066167558365
FDY09,OUT035,2487.2348084935675
FDQ28,OUT045,2396.5116715873132
FDV25,OUT046,3396.2134818392656
FDJ07,OUT035,1616.4846994224604
DRB25,OUT049,1851.0980786375517
FDK52,OUT019,2413.2045881347676
FDY52,OUT027,2482.643400892686
FDB28,OUT046,2972.989746442559
FDT36,OUT035,267.3650605858166
FDV25,OUT017,3146.088602978739
NCN07,OUT027,3433.7181827028635
FDC57,OUT017,2951.417606940189
FDQ03,OUT018,4157.395432151228
FDU23,OUT017,2361.6360338288396
NCX41,OUT035,3028.850464868392
NCD06,OUT035,440.225372138514
FDW08,OUT045,1459.3949305790445
NCU29,OUT017,2031.0741472112468
NCE06,OUT013,2272.7097912950394
FDV52,OUT010,218.34704332514002
FDB02,OUT017,2759.5139343549235
NCR18,OUT045,505.74108827423584
FDK16,OUT049,1621.910058882385
NCQ29,OUT010,2306.943382010257
FDZ01,OUT019,861.1867034412469
FDW27,OUT035,2059.8240667043283
FDD17,OUT018,4202.135935999213
FDW39,OUT013,2649.6886740824802
DRH59,OUT045,1101.0535085341523
FDS52,OUT013,1530.1401350649626
FDU40,OUT027,4394.799495541945
NCF54,OUT013,2517.5380478484426
FDH46,OUT045,1428.0516698708477
NCP14,OUT049,1754.7558291140235
FDH50,OUT049,3197.1216120799763
DRF15,OUT010,932.5314692768211
FDV27,OUT027,2845.4336504898906
NCJ06,OUT049,2109.313098743778
FDN02,OUT018,3643.5006864338334
FDQ51,OUT049,1097.6954026968067
FDQ07,OUT017,3341.137623906049
FDS45,OUT049,1968.740921134463
NCJ06,OUT045,1639.3430352251637
FDD36,OUT035,1616.6144867092949
FDY25,OUT045,2773.140019052798
FDU52,OUT046,2383.1247070138775
DRK47,OUT017,3185.197145714049
NCL30,OUT017,1941.864909609185
FDN22,OUT035,3471.300771097398
